9351,8665,0
9352,8671,0
9353,8669,0
9354,8667,0
9355,8673,0
9356,8667,0
9357,8672,0
9357,8674,0
9358,8667,0
9359,8667,0
9360,8667,0
9360,8669,0
9361,8673,0
9362,8667,0
9363,8665,0
9364,8669,0
9365,8673,0
9366,8673,0
9367,8669,0
9368,8665,0
9369,8673,0
9370,8665,0
9371,8673,0
9372,8669,0
9373,8665,0
9374,8665,0
9375,8667,0
9376,8673,0
9377,8665,0
9378,8669,0
9379,8669,0
9379,8673,0
9380,8665,0
9381,8665,0
9382,8669,0
9382,8674,0
9383,8673,0
9384,8665,0
9385,8673,0
9386,8667,0
9387,8669,0
9388,8669,0
9389,8669,0
9390,8665,0
9391,8669,0
9392,8665,0
9393,8666,0
9393,8667,0
9394,8669,0
9395,8669,0
9396,8673,0
9397,8669,0
9398,8674,0
9399,8674,0
9400,8665,0
9401,8669,0
9402,8665,0
9403,8674,0
9404,8669,0
9405,8674,0
9406,8669,0
9407,8673,0
9408,8667,0
9409,8667,0
9410,8665,0
9411,8667,0
9412,8665,0
9413,8673,0
9414,8667,0
9415,8665,0
9416,8667,0
9417,8673,0
9418,8669,0
9419,8673,0
9420,8673,0
9421,8667,0
9422,8667,0
9422,8669,0
9423,8667,0
9424,8673,0
9425,8673,0
9426,8674,0
9427,8667,0
9428,8669,0
9429,8674,0
9430,8674,0
9431,8667,0
9431,8674,0
9432,8674,0
9433,8665,0
9433,8673,0
9433,8674,0
9434,8667,0
9435,8667,0
9435,8674,0
9436,8669,0
9437,8674,0
9438,8667,0
9439,8667,0
9440,8667,0
9441,8669,0
9441,8673,0
9441,8674,0
9442,8674,0
9443,8674,0
9444,8665,0
9445,8669,0
9445,8673,0
9446,8665,0
9447,8665,0
9447,8667,0
9448,8671,0
9449,8669,0
9449,8671,0
9450,8665,0
9451,8673,0
9452,8665,0
9453,8673,0
9454,8665,0
9455,8665,0
9456,8674,0
9457,8665,0
9458,8665,0
9459,8669,0
9460,8673,0
9461,8674,0
9462,8665,0
9463,8673,0
9464,8667,0
9465,8669,0
9466,8667,0
9466,8673,0
9467,8669,0
9468,8669,0
9468,8673,0
9469,8669,0
9470,8667,0
9471,8669,0
9472,8669,0
9472,8671,0
9473,8672,0
9474,8673,0
9475,8665,0
9476,8669,0
9476,8671,0
9477,8669,0
9478,8673,0
9479,8669,0
9480,8665,0
9481,8665,0
9482,8667,0
9483,8667,0
9484,8669,0
9485,8665,0
9486,8667,0
9487,8669,0
9488,8669,0
9489,8669,0
9489,8674,0
9490,8667,0
9491,8669,0
9492,8669,0
9493,8667,0
9493,8673,0
9494,8665,0
9495,8669,0
9495,8670,0
9496,8669,0
9497,8665,0
9498,8673,0
9499,8673,0
9500,8667,0
9501,8665,0
9502,8667,0
9503,8673,0
9503,8674,0
9504,8669,0
9505,8665,0
9506,8665,0
9507,8674,0
9508,8665,0
9509,8669,0
9510,8667,0
9510,8673,0
9511,8667,0
9511,8669,0
9511,8670,0
9511,8673,0
9511,8674,0
9512,8673,0
9513,8665,0
9514,8669,0
9515,8673,0
9516,8667,0
9517,8665,0
9518,8673,0
9519,8667,0
9520,8667,0
9521,8665,0
9522,8665,0
9523,8673,0
9523,8674,0
9524,8665,0
9525,8667,0
9526,8667,0
9527,8665,0
9528,8669,0
9528,8674,0
9529,8667,0
9530,8669,0
9531,8667,0
9532,8665,0
9533,8669,0
9534,8669,0
9535,8667,0
9535,8671,0
9536,8673,0
9537,8674,0
9538,8667,0
9539,8667,0
9540,8674,0
9541,8667,0
9542,8665,0
9543,8669,0
9543,8673,0
9544,8673,0
9545,8669,0
9546,8665,0
9547,8669,0
9548,8673,0
9549,8669,0
9550,8669,0
9551,8669,0
9552,8665,0
9553,8674,0
9554,8673,0
9554,8674,0
9555,8665,0
9556,8669,0
9557,8673,0
9558,8667,0
9559,8667,0
9560,8667,0
9560,8673,0
9560,8674,0
9561,8666,0
9561,8673,0
9562,8667,0
9563,8667,0
9564,8667,0
9565,8665,0
9566,8673,0
9567,8667,0
9567,8669,0
9567,8673,0
9568,8665,0
9568,8667,0
9568,8672,0
9569,8673,0
9570,8667,0
9571,8671,0
9571,8673,0
9571,8674,0
9572,8669,0
9573,8665,0
9574,8674,0
9575,8667,0
9576,8665,0
9577,8667,0
9578,8674,0
9579,8667,0
9580,8667,0
9581,8674,0
9582,8665,0
9583,8665,0
9584,8669,0
9585,8669,0
9586,8674,0
9587,8671,0
9588,8669,0
9589,8665,0
9590,8667,0
9591,8673,0
9592,8665,0
9593,8665,0
9594,8673,0
9595,8669,0
9596,8667,0
9597,8665,0
9598,8669,0
9599,8667,0
9599,8673,0
9600,8669,0
9601,8665,0
9602,8667,0
9603,8667,0
9604,8673,0
9605,8665,0
9606,8665,0
9607,8669,0
9608,8673,0
9609,8674,0
9610,8669,0
9611,8673,0
9611,8674,0
9612,8667,0
9613,8673,0
9613,8674,0
9614,8673,0
9614,8674,0
9615,8667,0
9616,8674,0
9617,8669,0
9618,8669,0
9619,8669,0
9620,8667,0
9620,8672,0
9621,8669,0
9622,8667,0
9623,8667,0
9624,8672,0
9624,8673,0
9625,8669,0
9626,8665,0
9627,8669,0
9628,8665,0
9629,8673,0
9630,8669,0
9631,8669,0
9632,8665,0
9633,8665,0
9634,8665,0
9635,8669,0
9636,8667,0
9637,8665,0
9638,8671,0
9639,8665,0
9640,8673,0
9641,8669,0
9642,8673,0
9642,8674,0
9643,8665,0
9643,8673,0
9644,8673,0
9645,8669,0
9646,8665,0
9647,8669,0
9648,8667,0
9649,8673,0
9650,8665,0
9651,8673,0
9652,8673,0
9653,8673,0
9654,8669,0
9654,8673,0
9655,8665,0
9656,8669,0
9656,8673,0
9657,8673,0
9658,8673,0
9659,8665,0
9660,8667,0
9661,8674,0
9662,8669,0
9663,8669,0
9664,8669,0
9665,8665,0
9666,8665,0
9667,8669,0
9667,8673,0
9668,8673,0
9669,8669,0
9670,8665,0
9670,8674,0
9671,8674,0
9672,8665,0
9672,8669,0
9673,8665,0
9674,8667,0
9675,8669,0
9676,8667,0
9677,8667,0
9678,8673,0
9679,8674,0
9680,8665,0
9681,8674,0
9682,8667,0
9683,8665,0
9684,8667,0
9685,8665,0
9686,8667,0
9687,8665,0
9688,8665,0
9689,8671,0
9690,8665,0
9691,8674,0
9692,8665,0
9693,8665,0
